"oCiType","oName","LocId","osType","osName","Domain","Operating_System"
"IIS","SPK2RETAIL-02","PRM.CED","OS.VM","SPK2RETAIL-02","deltabank","Microsoft Windows 2012 R2 Standard"
"IIS","srvc-noncore-01","SRB.BGD.SS","OS.VM","SRVC-NONCORE-01","deltabank","Microsoft Windows 2008 R2 Standard"
"IIS","VPNEBANK1","PRM.CED","OS.VM","VPNEBANK1","ebank","Microsoft Windows 2012 R2 Standard"
"IIS","WEBLOCAL-01","PRM.CED","OS.VM","WEBLOCAL-01","deltabank","Microsoft Windows 2003 Enterprise"
"IIS","wsaCrintesa01","PRM.CED","OS.VM","WSACRINTESA01","deltabank","Microsoft® Windows ® 2008 Standard"
"IIS","wsaCrintesa02","PRM.CED","OS.VM","WSACRINTESA02","deltabank","Microsoft® Windows ® 2008 Standard"
"IIS","wu-test-01","PRM.CED","OS.VM","WU-TEST-01","WORKGROUP","Microsoft Windows 2003 Standard"
"IIS","xenapp-es1","PRM.CED","OS.VM","XENAPP-ES1","deltabank","Microsoft Windows 2003 Standard"
"IIS","XENAPP-WI1","PRM.CED","OS.VM","XENAPP-WI1","deltabank","Microsoft Windows 2003 Standard"
"IIS","XENAPP-WI2","PRM.CED","OS.VM","XENAPP-WI2","deltabank","Microsoft Windows 2003 Standard"
"ORACLE.DB","AEXProPrint","SRB.BGD.SS","OS.VM","AEXPROPRINT","deltabank","Microsoft Windows 2003 Standard"
"ORACLE.DB","crs2324p","PRM.CED","OS","card23","deltabank","Oracle Linux 5.9 (x86_64)"
"ORACLE.DB","crsStby2","PRM.CED","OS","card25","deltabank","Oracle Linux 5.9 (x86_64)"
"ORACLE.DB","logsrv","SRB.BGD.SS","OS.VM","LOGSRV","deltabank","Microsoft Windows 2003 Standard"
"ORACLE.DB","MB-APP-1","PRM.CED","OS.VM","MB-APP-1","ebank","Microsoft® Windows ® 2008 Standard"
"ORACLE.DB","ORAARH","PRM.CED","OS","oraarh","deltabank","Oracle Linux 5.9 (x86_64)"
"share","BIBCOFS","PRM.CED","OS","BIBCO-NODE1","deltabank","Microsoft Windows 2012 R2 Standard"
"SHARE","Card0008","PRM.CED","OS.VM","CARD0008","deltabank","Microsoft Windows 2003 Standard"
"share","citrix-fs","PRM.CED","OS","OCR-NODE21","deltabank","Microsoft Windows 2008 R2 Enterprise"
"share","FSI","SRB.BGD.SS","OS","FSI-NODE1","deltabank","Microsoft® Windows ® 2008 Enterprise"
"share","FSI","SRB.BGD.SS","OS","FSI-NODE2","deltabank","Microsoft® Windows ® 2008 Enterprise"
"share","ocrfs","PRM.CED","OS","OCR-NODE21","deltabank","Microsoft Windows 2008 R2 Enterprise"
"SHARE","PARMASHARE","PRM.CED","OS.VM","PARMASHARE","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","FDDB","PRM.CED","OS.VM","FDDB","deltabank","Microsoft Windows 2016 Standard"
"OS.VM","XENAPP-PP-002","PRM.CED","OS.VM","XENAPP-PP-002","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","XENAPP-109","PRM.CED","OS.VM","XENAPP-109","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","XENAPP-037","PRM.CED","OS.VM","XENAPP-037","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","smtpq","PRM.CED","OS.VM","smtpq","deltabank","CentOS 6.9 (x86_64)"
"OS.VM","ADAPTER3","PRM.CED","OS.VM","ADAPTER3","ebank","Microsoft Windows 2003 Standard"
"OS.VM","XENAPP-016","PRM.CED","OS.VM","XENAPP-016","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","XENAPP-025","PRM.CED","OS.VM","XENAPP-025","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","INV-WEB-01","PRM.CED","OS.VM","INV-WEB-01","DELTABANK","Microsoft Windows 2016 Standard"
"OS.VM","dmz-bg-nessus","SRB.BGD.SS","OS.VM","dmz-bg-nessus","DMZ","CentOS 5 server edition"
"OS.VM","SE-SECSQL2","SRB.BGD.SS","OS.VM","SE-SECSQL2","deltabank","Microsoft Windows 2008 R2 Standard"
"OS.VM","SPAZIO","PRM.CED","OS.VM","SPAZIO","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","EBANKSYSMNG","PRM.CED","OS.VM","EBANKSYSMNG","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","XENAPP-PF1","PRM.CED","OS.VM","XENAPP-PF1","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","IAM12-WEB","PRM.CED","OS.VM","IAM12-WEB","deltabank","Microsoft Windows 2012 Standard"
"OS.VM","VQTRANSFER1","PRM.CED","OS.VM","VQTRANSFER1","ebank","Microsoft Windows 2003 Standard"
"OS.VM","BI-REPORT2","PRM.CED","OS.VM","BI-REPORT2","deltabank","Microsoft Windows 2008 R2 Standard"
"OS.VM","dns-dmz1","SRB.BGD.SS","OS.VM","dns-dmz1","DMZ","CentOS 6.9 (x86_64)"
"OS.VM","STD7-MAS-06","PRM.CED","OS.VM","STD7-MAS-06","deltabank","Microsoft Windows 7 Enterprise"
"OS.VM","EFMSSERVER","SRB.BGD.SS","OS.VM","EFMSSERVER","deltabank","Microsoft Windows 2012 R2 Standard"
"OS","DREX1","SRB.NS","OS","DREX1","deltabank","Microsoft Windows 2012 Standard"
"OS.VM","cm-tftp-01","SRB.BGD.HLD","OS.VM","cm-tftp-01","LINUX","Red Hat Enterprise Linux 6"
"OS.VM","FOGLIGHTPI","PRM.CED","OS.VM","FOGLIGHTPI","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","OBR7-MAS-33","PRM.CED","OS.VM","OBR7-MAS-33","DELTABANK","Microsoft Windows 7 Professional"
"OS.VM","edms-arhiva1","PRM.CED","OS.VM","edms-arhiva1","deltabank","CentOS 6.3 (i686)"
"OS.VM","OBR7-MAS-23","PRM.CED","OS.VM","OBR7-MAS-23","deltabank","Microsoft Windows 7 Enterprise"
"OS.VM","OBR7-MAS-18","PRM.CED","OS.VM","OBR7-MAS-18","deltabank","Microsoft Windows 7 Enterprise"
"OS.VM","PCWEBPRINT","SRB.BGD.SS","OS.VM","PCWEBPRINT","deltabank","Microsoft Windows 7 Enterprise"
"OS.VM","SE-BG-NETCA","SRB.BGD.SS","OS.VM","SE-BG-NETCA","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","PROJECTSRV02","PRM.CED","OS.VM","PROJECTSRV02","deltabank","Microsoft Windows 2008 R2 Standard"
"OS","CISCOWORKS01","SRB.BGD.SS","OS","CISCOWORKS01","deltabank","Microsoft® Windows ® 2008 Standard"
"OS.VM","PRGWS04","PRM.CED","OS.VM","PRGWS04","deltabank","Microsoft Windows 7 Enterprise"
"OS.VM","XENAPP-076","PRM.CED","OS.VM","XENAPP-076","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","cc-epm7","SRB.BGD.SS","OS.VM","cc-epm7","deltabank","Red Hat Enterprise Linux 6.4 (x86_64)"
"OS.VM","XENAPP-092","PRM.CED","OS.VM","XENAPP-092","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","OCR7-PS-06","PRM.CED","OS.VM","OCR7-PS-06","deltabank","Microsoft Windows 7 Enterprise"
"OS.VM","OBR7-MAS-FTP","PRM.CED","OS.VM","OBR7-MAS-FTP","deltabank","Microsoft Windows 7 Enterprise"
"OS.VM","WEBLOCAL-01","PRM.CED","OS.VM","WEBLOCAL-01","deltabank","Microsoft Windows 2003 Enterprise"
"OS.VM","PBDM-WS","PRM.CED","OS.VM","PBDM-WS","deltabank","Microsoft Windows XP Professional"
"OS.VM","XENAPP-042","PRM.CED","OS.VM","XENAPP-042","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","alteonva","SRB.BGD.SS","OS.VM","alteonva","DELTABANK","CentOS 3.4 server edition"
"OS.VM","OBR7-MAS-34","PRM.CED","OS.VM","OBR7-MAS-34","deltabank","Microsoft Windows 7 Enterprise"
"OS.VM","OBR7-MAS-12","PRM.CED","OS.VM","OBR7-MAS-12","deltabank","Microsoft Windows 7 Enterprise"
"OS.VM","SW-03","PRM.CED","OS.VM","SW-03","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","XENAPP-017","PRM.CED","OS.VM","XENAPP-017","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","3par-vsp","SRB.BGD.SS","OS.VM","3par-vsp","DELTABANK","Red Hat Enterprise Linux 5"
"OS.VM","arcmc","SRB.BGD.SS","OS.VM","arcmc","DELTABANK","CentOS Linux 7.0 (x86_64)"
"OS.VM","OBR7-MAS-27","PRM.CED","OS.VM","OBR7-MAS-27","deltabank","Microsoft Windows 7 Enterprise"
"OS.VM","prx-dmz3","SRB.BGD.SS","OS.VM","prx-dmz3","DMZ","CentOS 6.9 (x86_64)"
"OS.VM","XENAPP-053","PRM.CED","OS.VM","XENAPP-053","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","cucm2","SRB.BGD.SS","OS.VM","cucm2","LINUX","Red Hat Enterprise Linux 6"
"OS.VM","ICT-SYSLOG-01","SRB.BGD.SS","OS.VM","ICT-SYSLOG-01","deltabank","Microsoft® Windows ® 2008 Standard"
"OS.VM","APPCONTENT2","PRM.CED","OS.VM","APPCONTENT2","deltabank","Microsoft Windows 2016 Standard"
"OS.VM","XENAPP-115","PRM.CED","OS.VM","XENAPP-115","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","XENAPP-116","PRM.CED","OS.VM","XENAPP-116","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","PHONEX","SRB.BGD.SS","OS.VM","PHONEX","deltabank","Microsoft Windows 2012 Standard"
"OS.VM","OB-GATEWAY","PRM.CED","OS.VM","OB-GATEWAY","ebank","Microsoft® Windows ® 2008 Standard"
"OS.VM","CC-AICMM","PRM.CED","OS.VM","CC-AICMM","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","PRGMAS03","PRM.CED","OS.VM","PRGMAS03","deltabank","Microsoft Windows XP Professional"
"OS.VM","XENAPP-069","PRM.CED","OS.VM","XENAPP-069","deltabank","Microsoft Windows 2003 Standard"
"OS","OCR-NODE21","PRM.CED","OS","OCR-NODE21","deltabank","Microsoft Windows 2008 R2 Enterprise"
"OS.VM","LEASING-CALC","SRB.BGD.SS","OS.VM","LEASING-CALC","WORKGROUP","Microsoft Windows 2008 R2 Standard"
"OS.VM","XENAPP-006","PRM.CED","OS.VM","XENAPP-006","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","SE-BG-06","SRB.BGD.SS","OS.VM","SE-BG-06","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","ADFSNLB2","SRB.BGD.SS","OS.VM","ADFSNLB2","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.AIX","mq-aml","PRM.CAMPUS","OS.AIX","mq-aml","deltabank","AIX 6.1"
"OS.VM","XENAPP-AD1","PRM.CED","OS.VM","XENAPP-AD1","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","PRGWS10","PRM.CED","OS.VM","PRGWS10","deltabank","Microsoft Windows 7 Enterprise"
"OS.VM","EDMS04","PRM.CED","OS.VM","EDMS04","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","EX-GC-12","SRB.BGD.SS","OS.VM","EX-GC-12","deltabank","Microsoft Windows 2016 Standard"
"OS.VM","IAM-BI2","PRM.CED","OS.VM","IAM-BI2","deltabank","Microsoft Windows 2008 R2 Standard"
"OS.VM","CARD-MAS-01","PRM.CED","OS.VM","CARD-MAS-01","DELTABANK","Microsoft Windows 2000 Server"
"OS.VM","OCR7-PS-17","PRM.CED","OS.VM","OCR7-PS-17","deltabank","Microsoft Windows 7 Enterprise"
"OS.VM","CC-IC73VOICE","SRB.BGD.SS","OS.VM","CC-IC73VOICE","deltabank","Microsoft Windows 2008 R2 Standard"
"OS.VM","QUESTMW","PRM.CED","OS.VM","QUESTMW","deltabank","Microsoft® Windows ® 2008 Standard"
"OS.VM","cc-smgr","SRB.BGD.SS","OS.VM","cc-smgr","DELTABANK","CentOS 5 server edition"
"OS.VM","SW-04","PRM.CED","OS.VM","SW-04","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","OBR7-MAS-06","PRM.CED","OS.VM","OBR7-MAS-06","deltabank","Microsoft Windows 7 Enterprise"
"OS.VM","BI-REPORT1","PRM.CED","OS.VM","BI-REPORT1","deltabank","Microsoft Windows 2008 R2 Standard"
"OS.VM","XENAPP-048","PRM.CED","OS.VM","XENAPP-048","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","EXNLB2","PRM.CED","OS.VM","EXNLB2","WORKGROUP","Microsoft Windows 2012 R2 Standard"
"OS.VM","HAL2","PRM.CED","OS.VM","HAL2","ebank","Microsoft Windows 2012 R2 Standard"
"OS.VM","EGAIN-APP","PRM.CED","OS.VM","EGAIN-APP","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","ADMINWEB","PRM.CED","OS.VM","ADMINWEB","ebank","Microsoft® Windows ® 2008 Standard"
"OS.VM","dns-dmz3","PRM.CED","OS.VM","dns-dmz3","DMZ","CentOS 6.9 (x86_64)"
"OS","EX-NODE-02","SRB.BGD.SS","OS","EX-NODE-02","deltabank","Microsoft Windows 2012 Standard"
"OS.VM","OBR7-MAS-28","PRM.CED","OS.VM","OBR7-MAS-28","deltabank","Microsoft Windows 7 Enterprise"
"OS.VM","DLP-NETDISC-ITA","PRM.CED","OS.VM","DLP-NETDISC-ITA","deltabank","Microsoft Windows 2012 Standard"
"OS.VM","XENAPP-056","PRM.CED","OS.VM","XENAPP-056","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","apsloan","PRM.CED","OS.VM","apsloan","deltabank","CentOS Linux 7.0 (x86_64)"
"OS.VM","MOBICORPAPP1","PRM.CED","OS.VM","MOBICORPAPP1","deltabank","Microsoft Windows 2016 Standard"
"OS.VM","fdapp","PRM.CED","OS.VM","fdapp","deltabank","CentOS Linux 7.0 (x86_64)"
"OS.VM","CW-ADAPTER-01","PRM.CED","OS.VM","CW-ADAPTER-01","ebank","Microsoft Windows 2008 R2 Standard"
"OS.VM","ARHWB","PRM.CED","OS.VM","ARHWB","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","cucm3","SRB.BGD.HLD","OS.VM","cucm3","LINUX","Red Hat Enterprise Linux 6"
"OS.VM","PERIKLEDB","PRM.CED","OS.VM","PERIKLEDB","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","ARRWEB2","PRM.CED","OS.VM","ARRWEB2","deltabank","Microsoft Windows 2016 Standard"
"OS.VM","BIBCOISS-APP3","PRM.CED","OS.VM","BIBCOISS-APP3","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","CRITES1","PRM.CED","OS.VM","CRITES1","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","XENAPP-082","PRM.CED","OS.VM","XENAPP-082","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","LEASINGB2BFE","PRM.CED","OS.VM","LEASINGB2BFE","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","cc-mpp72","SRB.BGD.SS","OS.VM","cc-mpp72","deltabank","Red Hat Enterprise Linux 6.4 (x86_64)"
"OS.VM","ATS-PAZARI","PRM.CED","OS.VM","ATS-PAZARI","deltabank","Microsoft Windows 2016 Standard"
"OS.VM","MOBI-APP-1","PRM.CED","OS.VM","MOBI-APP-1","online","Microsoft Windows 2008 R2 Standard"
"OS.VM","XENAPP-014","PRM.CED","OS.VM","XENAPP-014","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","XENAPP-018","PRM.CED","OS.VM","XENAPP-018","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","BIBCO-LB","PRM.CED","OS.VM","BIBCO-LB","deltabank","Microsoft Windows 2008 R2 Standard"
"OS","BACKUP-NODE3","SRB.BGD.SS","OS","BACKUP-NODE3","deltabank","Microsoft Windows 2008 R2 Enterprise"
"OS.VM","XENAPP-104","PRM.CED","OS.VM","XENAPP-104","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","XENAPP-110","PRM.CED","OS.VM","XENAPP-110","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","SCCM-BG-01","SRB.BGD.SS","OS.VM","SCCM-BG-01","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","TSSRV","PRM.CED","OS.VM","TSSRV","deltabank","Microsoft Windows 2008 R2 Standard"
"OS.VM","CCSQL","SRB.BGD.SS","OS.VM","CCSQL","deltabank","Microsoft Windows 2008 R2 Standard"
"OS.VM","CC-SENTINEL","SRB.BGD.SS","OS.VM","CC-SENTINEL","deltabank","Microsoft Windows 2008 R2 Standard"
"OS.VM","INV-APP-01","PRM.CED","OS.VM","INV-APP-01","deltabank","Microsoft Windows 2016 Standard"
"OS.VM","OBR-MAS-17","PRM.CED","OS.VM","OBR-MAS-17","deltabank","Microsoft Windows 2003 Standard"
"OS","BACKUP-NODE1","SRB.BGD.SS","OS","BACKUP-NODE1","deltabank","Microsoft Windows 2008 R2 Enterprise"
"OS.VM","Office3","PRM.CED","OS.VM","Office3","DMZ","Microsoft Windows 2008 R2 Standard"
"OS.VM","VQTRANSFER11","PRM.CED","OS.VM","VQTRANSFER11","ebank","Microsoft Windows 2003 Standard"
"OS.VM","BWnet","PRM.CED","OS.VM","BWnet","DELTABANK","Windows 2000 Professional"
"OS.VM","OBR7-MAS-09","PRM.CED","OS.VM","OBR7-MAS-09","deltabank","Microsoft Windows 7 Enterprise"
"OS.VM","ICT-BARCODE-01","SRB.BGD.SS","OS.VM","ICT-BARCODE-01","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","ARISPS","PRM.CED","OS.VM","ARISPS","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","ERASERNEW2","SRB.BGD.SS","OS.VM","ERASERNEW2","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","OBR7-MAS-14","PRM.CED","OS.VM","OBR7-MAS-14","deltabank","Microsoft Windows 7 Enterprise"
"OS.VM","OBR7-MAS-31","PRM.CED","OS.VM","OBR7-MAS-31","deltabank","Microsoft Windows 7 Enterprise"
"OS","WBNODE1","PRM.CED","OS","WBNODE1","deltabank","Microsoft Windows 2012 R2 Standard"
"OS","oraarh","PRM.CED","OS","oraarh","deltabank","Oracle Linux 5.9 (x86_64)"
"OS.VM","DC-PARMA-11","PRM.CED","OS.VM","DC-PARMA-11","deltabank","Microsoft Windows 2016 Standard"
"OS","BGDSQL-NODE2","SRB.BGD.SS","OS","BGDSQL-NODE2","deltabank","Microsoft Windows 2008 R2 Enterprise"
"OS.VM","SAFEGUARD","SRB.BGD.SS","OS.VM","SAFEGUARD","deltabank","Microsoft® Windows ® 2008 Standard"
"OS.VM","XENAPP-093","PRM.CED","OS.VM","XENAPP-093","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","OCR7-PS-19","PRM.CED","OS.VM","OCR7-PS-19","deltabank","Microsoft Windows 7 Enterprise"
"OS.VM","PP_NLB12","PRM.CED","OS.VM","PP_NLB12","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","INV-DB-01","PRM.CED","OS.VM","INV-DB-01","deltabank","Microsoft Windows 2016 Standard"
"OS.VM","fdappdb","PRM.CED","OS.VM","fdappdb","deltabank","CentOS Linux 7.0 (x86_64)"
"OS.VM","OBR7-MAS-30","PRM.CED","OS.VM","OBR7-MAS-30","deltabank","Microsoft Windows 7 Enterprise"
"OS.VM","AEXPROPRINT","SRB.BGD.SS","OS.VM","AEXPROPRINT","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","dns-dmz4","PRM.CED","OS.VM","dns-dmz4","DMZ","CentOS 6.9 (x86_64)"
"OS.VM","mx-out-02","PRM.CED","OS.VM","mx-out-02","DMZ","CentOS 6.9 (x86_64)"
"OS.VM","XENAPP-084","PRM.CED","OS.VM","XENAPP-084","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","OCR7-PS-09","PRM.CED","OS.VM","OCR7-PS-09","deltabank","Microsoft Windows 7 Enterprise"
"OS.VM","DLP-MAIL1","SRB.BGD.SS","OS.VM","DLP-MAIL1","WORKGROUP","Microsoft Windows 2012 Standard"
"OS.VM","BROKER","PRM.CED","OS.VM","BROKER","WORKGROUP","Microsoft Windows 2012 R2 Standard"
"OS.VM","DG-TEST-01","PRM.CED","OS.VM","DG-TEST-01","WORKGROUP","Microsoft Windows 2003 Standard"
"OS.VM","EDMS","PRM.CED","OS.VM","EDMS","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","WEB-PHONEX","SRB.BGD.SS","OS.VM","WEB-PHONEX","deltabank","Microsoft Windows 2012 Standard"
"OS.VM","DC-BG-11","SRB.BGD.SS","OS.VM","DC-BG-11","deltabank","Microsoft Windows 2016 Standard"
"OS.VM","NEWAPP-ONLINE-1","PRM.CED","OS.VM","NEWAPP-ONLINE-1","online","Microsoft Windows 2008 R2 Standard"
"OS.VM","XENAPP-046","PRM.CED","OS.VM","XENAPP-046","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","XENAPP-051","PRM.CED","OS.VM","XENAPP-051","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","XENAPP-112","PRM.CED","OS.VM","XENAPP-112","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","XENAPP-113","PRM.CED","OS.VM","XENAPP-113","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","OBR7-MAS-01","PRM.CED","OS.VM","OBR7-MAS-01","deltabank","Microsoft Windows 7 Enterprise"
"OS.VM","LOGSRV","SRB.BGD.SS","OS.VM","LOGSRV","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","XENAPP-098","PRM.CED","OS.VM","XENAPP-098","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","XENAPP-095","PRM.CED","OS.VM","XENAPP-095","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","OCR7-PS-02","PRM.CED","OS.VM","OCR7-PS-02","deltabank","Microsoft Windows 7 Enterprise"
"OS.VM","OB-GATEWAY1","PRM.CED","OS.VM","OB-GATEWAY1","ebank","Microsoft® Windows ® 2008 Standard"
"OS.VM","DBRP02","PRM.CED","OS.VM","DBRP02","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","XENAPP-066","PRM.CED","OS.VM","XENAPP-066","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","XENAPP-055","PRM.CED","OS.VM","XENAPP-055","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","ntp-dmz2","SRB.BGD.SS","OS.VM","ntp-dmz2","DMZ","CentOS 6.9 (x86_64)"
"OS.VM","DCONLINE82","PRM.CED","OS.VM","DCONLINE82","online","Microsoft Windows 2008 R2 Standard"
"OS.VM","JUNIPER-FS","SRB.BGD.SS","OS.VM","JUNIPER-FS","WORKGROUP","Microsoft Windows 2012 Standard"
"OS.VM","EX-GC-11","SRB.BGD.SS","OS.VM","EX-GC-11","deltabank","Microsoft Windows 2016 Standard"
"OS.VM","EXNLB1","PRM.CED","OS.VM","EXNLB1","WORKGROUP","Microsoft Windows 2012 R2 Standard"
"OS.VM","DLP-ENFORCE","SRB.BGD.SS","OS.VM","DLP-ENFORCE","deltabank","Microsoft Windows 2012 Standard"
"OS.VM","CC-IC73CORE","SRB.BGD.SS","OS.VM","CC-IC73CORE","deltabank","Microsoft Windows 2008 R2 Standard"
"OS.VM","APPWEB1","PRM.CED","OS.VM","APPWEB1","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","XENAPP-031","PRM.CED","OS.VM","XENAPP-031","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","XENAPP-121","PRM.CED","OS.VM","XENAPP-121","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","SE-BG-FILE","SRB.BGD.SS","OS.VM","SE-BG-FILE","deltabank","Microsoft Windows 2008 R2 Standard"
"OS.VM","XENAPP-089","PRM.CED","OS.VM","XENAPP-089","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","PARMASHARE","PRM.CED","OS.VM","PARMASHARE","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","BIBCOISS-APP1","PRM.CED","OS.VM","BIBCOISS-APP1","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","ALMPRO2","PRM.CED","OS.VM","ALMPRO2","deltabank","Microsoft Windows 2008 R2 Enterprise"
"OS.VM","XENAPP-DB1","PRM.CED","OS.VM","XENAPP-DB1","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","dmz-pa-nessus","PRM.CED","OS.VM","dmz-pa-nessus","DMZ","CentOS 5 server edition"
"OS.VM","hp-oneview","SRB.BGD.SS","OS.VM","hp-oneview","DELTABANK","CentOS 6.5 (i686)"
"OS.VM","STD-MAS-07","PRM.CED","OS.VM","STD-MAS-07","deltabank","Microsoft Windows XP Professional"
"OS.VM","OBR7-MAS-16","PRM.CED","OS.VM","OBR7-MAS-16","deltabank","Microsoft Windows 7 Enterprise"
"OS.VM","XENAPP-023","PRM.CED","OS.VM","XENAPP-023","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","edms-arhiva3","PRM.CED","OS.VM","edms-arhiva3","deltabank","CentOS 6.7 (x86_64)"
"OS","EBANK-NODE21","PRM.CED","OS","EBANK-NODE21","ebank","Microsoft Windows 2012 R2 Standard"
"OS.VM","XENAPP-091","PRM.CED","OS.VM","XENAPP-091","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","OCR7-PS-14","PRM.CED","OS.VM","OCR7-PS-14","deltabank","Microsoft Windows 7 Enterprise"
"OS.VM","OCR7-PS-07","PRM.CED","OS.VM","OCR7-PS-07","deltabank","Microsoft Windows 7 Enterprise"
"OS.VM","XENAPP-033","PRM.CED","OS.VM","XENAPP-033","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","SASAPPL","PRM.CED","OS.VM","SASAPPL","deltabank","Microsoft Windows 2008 R2 Standard"
"OS.VM","VASCO1","SRB.BGD.SS","OS.VM","VASCO1","deltabank","Microsoft® Windows ® 2008 Standard"
"OS.VM","MOBI-WEB-1","PRM.CED","OS.VM","MOBI-WEB-1","WORKGROUP","Microsoft Windows 2008 R2 Standard"
"OS.VM","CW-WEB-01","PRM.CED","OS.VM","CW-WEB-01","WORKGROUP","Microsoft Windows 2008 R2 Standard"
"OS.VM","SRVC-NONCORE-01","SRB.BGD.SS","OS.VM","SRVC-NONCORE-01","deltabank","Microsoft Windows 2008 R2 Standard"
"OS","FSI-NODE1","SRB.BGD.SS","OS","FSI-NODE1","deltabank","Microsoft® Windows ® 2008 Enterprise"
"OS.VM","OBR7-MAS-29","PRM.CED","OS.VM","OBR7-MAS-29","deltabank","Microsoft Windows 7 Enterprise"
"OS.VM","ADAPTER5","PRM.CED","OS.VM","ADAPTER5","ebank","Microsoft Windows 2003 Standard"
"OS.VM","SE-BG-ANALYTICS","SRB.BGD.SS","OS.VM","SE-BG-ANALYTICS","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","DBAF1","PRM.CED","OS.VM","DBAF1","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","TFSERVERSQL","PRM.CED","OS.VM","TFSERVERSQL","deltabank","Microsoft Windows 2012 R2 Standard"
"OS.VM","OBR-MAS-21","PRM.CED","OS.VM","OBR-MAS-21","DELTABANK","Microsoft Windows 2000 Server"
"OS.VM","OLD_DEV_NLB12","PRM.CED","OS.VM","OLD_DEV_NLB12","deltabank","Microsoft Windows 2003 Standard"
"OS.VM","XENAPP-013","PRM.CED","OS.VM","XENAPP-013","deltabank","Microsoft Windows 2003 Standard"
"OS","BI-NODE1","PRM.CED","OS","BI-NODE1","deltabank","Microsoft Windows 2012 R2 Standard"
