"oCiType","oName","LocId","osType","osName","Domain","Operating_System"
"OS.VM","OBR7-MAS-26","PRM.CED","OS.VM","OBR7-MAS-26","DELTABANK","Windows 7 Professional"
"OS.VM","OBR7-MAS-27","PRM.CED","OS.VM","OBR7-MAS-27","DELTABANK","Windows 7 Professional"
"OS.VM","OBR7-MAS-28","PRM.CED","OS.VM","OBR7-MAS-28","DELTABANK","Windows 7 Professional"
"OS.VM","OBR7-MAS-29","PRM.CED","OS.VM","OBR7-MAS-29","DELTABANK","Windows 7 Professional"
"OS.VM","OBR7-MAS-30","PRM.CED","OS.VM","OBR7-MAS-30","DELTABANK","Windows 7 Professional"
"OS.VM","OBR7-MAS-31","PRM.CED","OS.VM","OBR7-MAS-31","DELTABANK","Windows 7 Professional"
"OS.VM","OBR7-MAS-33","PRM.CED","OS.VM","OBR7-MAS-33","DELTABANK","Windows 7 Professional"
"OS.VM","OBR7-MAS-34","PRM.CED","OS.VM","OBR7-MAS-34","DELTABANK","Windows 7 Professional"
"OS.VM","OBR7-MAS-FTP","PRM.CED","OS.VM","OBR7-MAS-FTP","DELTABANK","Windows 7 Professional"
"OS.VM","OBR-MAS-15","PRM.CED","OS.VM","OBR-MAS-15","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","OBR-MAS-16","PRM.CED","OS.VM","OBR-MAS-16","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","OBR-MAS-17","PRM.CED","OS.VM","OBR-MAS-17","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","OBR-MAS-20","PRM.CED","OS.VM","OBR-MAS-20","DELTABANK","Microsoft Windows 2000 Server"
"OS.VM","OBR-MAS-21","PRM.CED","OS.VM","OBR-MAS-21","DELTABANK","Microsoft Windows 2000 Server"
"OS.VM","OBR-MAS-22","PRM.CED","OS.VM","OBR-MAS-22","DELTABANK","Microsoft Windows 2000 Server"
"OS.VM","OBR-MAS-32","PRM.CED","OS.VM","OBR-MAS-32","deltabank","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","OCR7-PS-01","PRM.CED","OS.VM","OCR7-PS-01","DELTABANK","Windows 7 Professional"
"OS.VM","OCR7-PS-02","PRM.CED","OS.VM","OCR7-PS-02","DELTABANK","Windows 7 Professional"
"OS.VM","OCR7-PS-03","PRM.CED","OS.VM","OCR7-PS-03","DELTABANK","Windows 7 Professional"
"OS.VM","OCR7-PS-04","PRM.CED","OS.VM","OCR7-PS-04","DELTABANK","Windows 7 Professional"
"OS.VM","OCR7-PS-05","PRM.CED","OS.VM","OCR7-PS-05","DELTABANK","Windows 7 Professional"
"OS.VM","OCR7-PS-06","PRM.CED","OS.VM","OCR7-PS-06","DELTABANK","Windows 7 Professional"
"OS.VM","OCR7-PS-07","PRM.CED","OS.VM","OCR7-PS-07","DELTABANK","Windows 7 Professional"
"OS.VM","OCR7-PS-08","PRM.CED","OS.VM","OCR7-PS-08","DELTABANK","Windows 7 Professional"
"OS.VM","OCR7-PS-09","PRM.CED","OS.VM","OCR7-PS-09","DELTABANK","Windows 7 Professional"
"OS.VM","OCR7-PS-10","PRM.CED","OS.VM","OCR7-PS-10","DELTABANK","Windows 7 Professional"
"OS.VM","OCR7-PS-11","PRM.CED","OS.VM","OCR7-PS-11","DELTABANK","Windows 7 Professional"
"OS.VM","OCR7-PS-12","PRM.CED","OS.VM","OCR7-PS-12","DELTABANK","Windows 7 Professional"
"OS.VM","OCR7-PS-13","PRM.CED","OS.VM","OCR7-PS-13","DELTABANK","Windows 7 Professional"
"OS.VM","OCR7-PS-14","PRM.CED","OS.VM","OCR7-PS-14","DELTABANK","Windows 7 Professional"
"OS.VM","OCR7-PS-15","PRM.CED","OS.VM","OCR7-PS-15","DELTABANK","Windows 7 Professional"
"OS.VM","OCR7-PS-16","PRM.CED","OS.VM","OCR7-PS-16","DELTABANK","Windows 7 Professional"
"OS.VM","OCR7-PS-17","PRM.CED","OS.VM","OCR7-PS-17","DELTABANK","Windows 7 Professional"
"OS.VM","OCR7-PS-18","PRM.CED","OS.VM","OCR7-PS-18","DELTABANK","Windows 7 Professional"
"OS.VM","OCR7-PS-19","PRM.CED","OS.VM","OCR7-PS-19","DELTABANK","Windows 7 Professional"
"OS.VM","OCR7-PS-20","PRM.CED","OS.VM","OCR7-PS-20","DELTABANK","Windows 7 Professional"
"OS.VM","octopus","PRM.CED","OS.VM","octopus","DELTABANK","Microsoft® Windows Server® 2008 R2 Standard"
"OS.VM","office2","PRM.CED","OS.VM","office2","DMZ","Microsoft® Windows Server® 2008 Standard"
"OS.VM","Office3","PRM.CED","OS.VM","Office3","DMZ","Microsoft® Windows Server® 2008 R2 Standard"
"OS.VM","PARAGRAF-01","PRM.CED","OS.VM","PARAGRAF-01","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","PARMASHARE","PRM.CED","OS.VM","PARMASHARE","DELTABANK","Microsoft® Windows Server® 2012 R2 Standard"
"OS.VM","PBDM-WS","PRM.CED","OS.VM","PBDM-WS","DELTABANK","Windows XP"
"OS.VM","PCWEBPRINT","SRB.BGD.SS","OS.VM","PCWEBPRINT","DELTABANK","Windows 7 Professional"
"OS.VM","PDFONLINE1","PRM.CED","OS.VM","PDFONLINE1","online","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","Phonex","SRB.BGD.SS","OS.VM","Phonex","DELTABANK","Microsoft® Windows Server® 2012 Standard"
"OS.VM","PP_NLB11","PRM.CED","OS.VM","PP_NLB11","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","PP_NLB12","PRM.CED","OS.VM","PP_NLB12","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","PP_NLB121","PRM.CED","OS.VM","PP_NLB121","DELTABANK","Microsoft® Windows Server® 2012 R2 Standard"
"OS.VM","prgmas01","PRM.CED","OS.VM","prgmas01","DELTABANK","Windows XP"
"OS.VM","prgmas02","PRM.CED","OS.VM","prgmas02","DELTABANK","Windows XP"
"OS.VM","prgmas03","PRM.CED","OS.VM","prgmas03","DELTABANK","Windows XP"
"OS.VM","prgmas05","PRM.CED","OS.VM","prgmas05","DELTABANK","Windows XP"
"OS.VM","prgmas06","PRM.CED","OS.VM","prgmas06","DELTABANK","Windows XP"
"OS.VM","prgmas09","PRM.CED","OS.VM","prgmas09","DELTABANK","Windows XP"
"OS.VM","prgmas10","PRM.CED","OS.VM","prgmas10","DELTABANK","Windows XP"
"OS.VM","prgmas11","PRM.CED","OS.VM","prgmas11","DELTABANK","Windows XP"
"OS.VM","prgmas13","PRM.CED","OS.VM","prgmas13","DELTABANK","Windows XP"
"OS.VM","prgmas16","PRM.CED","OS.VM","prgmas16","DELTABANK","Windows XP"
"OS.VM","PrgWs02","PRM.CED","OS.VM","PrgWs02","DELTABANK","Windows 7 Professional"
"OS.VM","PrgWs03","PRM.CED","OS.VM","PrgWs03","DELTABANK","Windows 7 Professional"
"OS.VM","PrgWs04","PRM.CED","OS.VM","PrgWs04","DELTABANK","Windows 7 Professional"
"OS.VM","PrgWs09","PRM.CED","OS.VM","PrgWs09","DELTABANK","Windows 7 Professional"
"OS.VM","PrgWs11","PRM.CED","OS.VM","PrgWs11","DELTABANK","Windows 7 Professional"
"OS.VM","PrgWs13","PRM.CED","OS.VM","PrgWs13","DELTABANK","Windows 7 Professional"
"OS.VM","PrgWs14","PRM.CED","OS.VM","PrgWs14","DELTABANK","Windows 7 Professional"
"OS.VM","PrgWs16","PRM.CED","OS.VM","PrgWs16","DELTABANK","Windows 7 Professional"
"OS.VM","PrgWs17","PRM.CED","OS.VM","PrgWs17","DELTABANK","Windows 7 Professional"
"OS.VM","PrgWs19","PRM.CED","OS.VM","PrgWs19","DELTABANK","Windows 7 Professional"
"OS.VM","PrgWs7-86","PRM.CED","OS.VM","PrgWs7-86","DELTABANK","Windows 7 Professional"
"OS.VM","ProjectSQL","PRM.CED","OS.VM","ProjectSQL","DELTABANK","Microsoft® Windows Server® 2008 R2 Standard"
"OS.VM","ProjectSrv01","PRM.CED","OS.VM","ProjectSrv01","DELTABANK","Microsoft® Windows Server® 2008 R2 Standard"
"OS.VM","ProjectSrv02","PRM.CED","OS.VM","ProjectSrv02","DELTABANK","Microsoft® Windows Server® 2008 R2 Standard"
"OS.VM","PRX-DMZ1","PRM.CED","OS.VM","PRX-DMZ1","DMZ","Linux, CentOS 6.5"
"OS.VM","PRX-DMZ3","SRB.BGD.SS","OS.VM","PRX-DMZ3","DMZ","Linux, CentOS 6.5"
"OS.VM","QUESTMW","PRM.CED","OS.VM","QUESTMW","DELTABANK","Microsoft® Windows Server® 2008 Standard"
"OS.VM","RiZone2","SRB.BGD.SS","OS.VM","RiZone2","deltabank","Microsoft® Windows Server® 2008 R2 Standard"
"OS.VM","SAFEGUARD","SRB.BGD.SS","OS.VM","SAFEGUARD","DELTABANK","Microsoft® Windows Server® 2008 Standard"
"OS.VM","SASAPPL","PRM.CED","OS.VM","SASAPPL","DELTABANK","Microsoft® Windows Server® 2008 R2 Standard"
"OS.VM","SASMETA","PRM.CED","OS.VM","SASMETA","DELTABANK","Microsoft® Windows Server® 2008 R2 Standard"
"OS.VM","SASWORK","PRM.CED","OS.VM","SASWORK","DELTABANK","Microsoft® Windows Server® 2008 R2 Standard"
"OS.VM","SE-BG-INTERCA","SRB.BGD.SS","OS.VM","SE-BG-INTERCA","DELTABANK","Microsoft® Windows Server® 2008 Enterprise x64 Edition"
"OS.VM","SEC-221-5636","SRB.BGD.SS","OS.VM","SEC-221-5636","DELTABANK","Windows 7 Professional"
"OS.VM","Sec-nessus","SRB.BGD.SS","OS.VM","Sec-nessus","DELTABANK","Linux, Oracle Enterprise Linux 5"
"OS.VM","SE-PA-CONN","PRM.CED","OS.VM","SE-PA-CONN","deltabank","Microsoft® Windows Server® 2008 R2 Standard"
"OS.VM","SE-PA-CONNDMZ","PRM.CED","OS.VM","SE-PA-CONNDMZ","DMZ","Microsoft® Windows Server® 2008 R2 Standard"
"OS.VM","SE-SECSQL","SRB.BGD.SS","OS.VM","SE-SECSQL","DELTABANK","Microsoft(R) Windows(R) Server 2003, Enterprise Edition"
"OS.VM","sftp-01","SRB.BGD.SS","OS.VM","sftp-01","DMZ","Linux, CentOS 3.9 server edition"
"OS.VM","SIZIF","SRB.BGD.SS","OS.VM","SIZIF","DELTABANK","Windows XP"
"OS.VM","SIZIF-DEV","SRB.BGD.SS","OS.VM","SIZIF-DEV","DELTABANK","Windows XP"
"OS.VM","SIZIF-PP","SRB.BGD.SS","OS.VM","SIZIF-PP","DELTABANK","Windows XP"
"OS.VM","SMTPQ","PRM.CED","OS.VM","SMTPQ","DELTABANK","Linux, CentOS 6.5"
"OS.VM","SPAZIO","PRM.CED","OS.VM","SPAZIO","DELTABANK","Microsoft® Windows Server® 2012 R2 Standard"
"OS.VM","SPK2RETAIL-01","PRM.CED","OS.VM","SPK2RETAIL-01","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","SPK2RETAIL-02","PRM.CED","OS.VM","SPK2RETAIL-02","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","spsnlb1","SRB.BGD.SS","OS.VM","spsnlb1","deltabank","Microsoft® Windows Server® 2012 R2 Standard"
"OS.VM","spsnlb2","SRB.BGD.SS","OS.VM","spsnlb2","DELTABANK","Microsoft® Windows Server® 2012 R2 Standard"
"OS.VM","srv-berza-01","SRB.BGD.SS","OS.VM","srv-berza-01","DMZ","Microsoft® Windows Server® 2008 R2 Standard"
"OS.VM","srvc-noncore-01","SRB.BGD.SS","OS.VM","srvc-noncore-01","deltabank","Microsoft® Windows Server® 2012 R2 Standard"
"OS.VM","SSEBANK1","PRM.CED","OS.VM","SSEBANK1","ebank","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","SSEBANK2","PRM.CED","OS.VM","SSEBANK2","ebank","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","STD7-MAS-06","PRM.CED","OS.VM","STD7-MAS-06","DELTABANK","Windows 7 Professional"
"OS.VM","std-mas-05","PRM.CED","OS.VM","std-mas-05","DELTABANK","Windows XP"
"OS.VM","std-mas-07","PRM.CED","OS.VM","std-mas-07","DELTABANK","Windows XP"
"OS.VM","SW-04","PRM.CED","OS.VM","SW-04","DELTABANK","Microsoft® Windows Server® 2012 R2 Standard"
"OS.VM","SW-10","PRM.CED","OS.VM","SW-10","DELTABANK","Microsoft® Windows Server® 2012 R2 Standard"
"OS.VM","SW-11","PRM.CED","OS.VM","SW-11","DELTABANK","Microsoft® Windows Server® 2012 R2 Standard"
"OS.VM","SwiftComm","SRB.BGD.SS","OS.VM","SwiftComm","deltabank","Microsoft® Windows Server® 2012 R2 Standard"
"OS.VM","SymantecEPM","SRB.BGD.SS","OS.VM","SymantecEPM","DELTABANK","Microsoft® Windows Server® 2012 Standard"
"OS.VM","TFS-Build1","","OS.VM","TFS-Build1","deltabank","Windows 7 Professional"
"OS.VM","TFSERVER2015","SRB.BGD.SS","OS.VM","TFSERVER2015","DELTABANK","Microsoft® Windows Server® 2012 R2 Standard"
"OS.VM","TFSSQL","SRB.BGD.SS","OS.VM","TFSSQL","DELTABANK","Microsoft® Windows Server® 2012 R2 Standard"
"OS.VM","TicatAurora","PRM.CED","OS.VM","TicatAurora","DELTABANK","Microsoft® Windows Server® 2008 R2 Standard"
"OS.VM","TSPARMA","PRM.CED","OS.VM","TSPARMA","DELTABANK","Microsoft® Windows Server® 2008 R2 Standard"
"OS.VM","TSSRV","PRM.CED","OS.VM","TSSRV","DELTABANK","Microsoft® Windows Server® 2008 R2 Standard"
"OS.VM","Vasco1","SRB.BGD.SS","OS.VM","Vasco1","DELTABANK","Microsoft® Windows Server® 2008 Standard"
"OS.VM","vcardbox","PRM.CED","OS.VM","vcardbox","DELTABANK","Linux, Oracle Enterprise Linux 5"
"OS.VM","VMAILSERVER1","PRM.CED","OS.VM","VMAILSERVER1","ebank","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","VMAILSERVER2","PRM.CED","OS.VM","VMAILSERVER2","ebank","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","VMAILSERVER3","PRM.CED","OS.VM","VMAILSERVER3","ebank","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","VPNEBANK1","PRM.CED","OS.VM","VPNEBANK1","ebank","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","VQTRANSFER1","PRM.CED","OS.VM","VQTRANSFER1","ebank","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","VQTRANSFER11","PRM.CED","OS.VM","VQTRANSFER11","ebank","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","wb6","PRM.CED","OS.VM","wb6","DELTABANK","Microsoft® Windows Server® 2012 R2 Standard"
"OS.VM","WCS","SRB.BGD.SS","OS.VM","WCS","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","weblade2","PRM.CED","OS.VM","weblade2","DMZ","Microsoft(R) Windows(R) Server 2003, Web Edition"
"OS.VM","weblocal-01","PRM.CED","OS.VM","weblocal-01","DELTABANK","Microsoft(R) Windows(R) Server 2003, Enterprise Edition"
"OS.VM","Web-Phonex","SRB.BGD.SS","OS.VM","Web-Phonex","deltabank","Microsoft® Windows Server® 2012 Standard"
"OS.VM","wsaCrintesa01","PRM.CED","OS.VM","wsaCrintesa01","DELTABANK","Microsoft® Windows Server® 2008 Standard"
"OS.VM","wsaCrintesa02","PRM.CED","OS.VM","wsaCrintesa02","DELTABANK","Microsoft® Windows Server® 2008 Standard"
"OS.VM","WSUS1","PRM.CED","OS.VM","WSUS1","DELTABANK","Microsoft® Windows Server® 2008 R2 Standard"
"OS.VM","wu-test-01","PRM.CED","OS.VM","wu-test-01","DMZ","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","WWW-APP-01","PRM.CED","OS.VM","WWW-APP-01","DMZ","Microsoft® Windows Server® 2012 R2 Standard"
"OS.VM","WWW-APP-02","PRM.CED","OS.VM","WWW-APP-02","DMZ","Microsoft® Windows Server® 2012 R2 Standard"
"OS.VM","WWW-SQL-01","PRM.CED","OS.VM","WWW-SQL-01","DMZ","Microsoft® Windows Server® 2012 R2 Standard"
"OS.VM","XenApp-001","PRM.CED","OS.VM","XenApp-001","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-002","PRM.CED","OS.VM","XENAPP-002","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-003","PRM.CED","OS.VM","XENAPP-003","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-004","PRM.CED","OS.VM","XENAPP-004","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-005","PRM.CED","OS.VM","XENAPP-005","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-006","PRM.CED","OS.VM","XENAPP-006","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-007","PRM.CED","OS.VM","XENAPP-007","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-008","PRM.CED","OS.VM","XENAPP-008","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-009","PRM.CED","OS.VM","XENAPP-009","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-010","PRM.CED","OS.VM","XENAPP-010","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-011","PRM.CED","OS.VM","XENAPP-011","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-012","PRM.CED","OS.VM","XENAPP-012","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-013","PRM.CED","OS.VM","XENAPP-013","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-014","PRM.CED","OS.VM","XENAPP-014","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-015","PRM.CED","OS.VM","XENAPP-015","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-016","PRM.CED","OS.VM","XENAPP-016","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-017","PRM.CED","OS.VM","XENAPP-017","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-018","PRM.CED","OS.VM","XENAPP-018","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-019","PRM.CED","OS.VM","XENAPP-019","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-020","PRM.CED","OS.VM","XENAPP-020","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-021","PRM.CED","OS.VM","XENAPP-021","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-022","PRM.CED","OS.VM","XENAPP-022","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-023","PRM.CED","OS.VM","XENAPP-023","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-024","PRM.CED","OS.VM","XENAPP-024","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-025","PRM.CED","OS.VM","XENAPP-025","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-026","PRM.CED","OS.VM","XENAPP-026","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-027","PRM.CED","OS.VM","XENAPP-027","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-028","PRM.CED","OS.VM","XENAPP-028","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-029","PRM.CED","OS.VM","XENAPP-029","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-030","PRM.CED","OS.VM","XENAPP-030","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-031","PRM.CED","OS.VM","XENAPP-031","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-032","PRM.CED","OS.VM","XENAPP-032","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-033","PRM.CED","OS.VM","XENAPP-033","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-034","PRM.CED","OS.VM","XENAPP-034","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-035","PRM.CED","OS.VM","XENAPP-035","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-036","PRM.CED","OS.VM","XENAPP-036","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-037","PRM.CED","OS.VM","XENAPP-037","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-038","PRM.CED","OS.VM","XENAPP-038","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-039","PRM.CED","OS.VM","XENAPP-039","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-040","PRM.CED","OS.VM","XENAPP-040","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-041","PRM.CED","OS.VM","XENAPP-041","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-042","PRM.CED","OS.VM","XENAPP-042","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-043","PRM.CED","OS.VM","XENAPP-043","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-044","PRM.CED","OS.VM","XENAPP-044","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XenApp-045","PRM.CED","OS.VM","XenApp-045","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-046","PRM.CED","OS.VM","XENAPP-046","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-047","PRM.CED","OS.VM","XENAPP-047","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-048","PRM.CED","OS.VM","XENAPP-048","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-049","PRM.CED","OS.VM","XENAPP-049","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-050","PRM.CED","OS.VM","XENAPP-050","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-051","PRM.CED","OS.VM","XENAPP-051","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-052","PRM.CED","OS.VM","XENAPP-052","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-053","PRM.CED","OS.VM","XENAPP-053","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-054","PRM.CED","OS.VM","XENAPP-054","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-055","PRM.CED","OS.VM","XENAPP-055","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-056","PRM.CED","OS.VM","XENAPP-056","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-057","PRM.CED","OS.VM","XENAPP-057","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-058","PRM.CED","OS.VM","XENAPP-058","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-059","PRM.CED","OS.VM","XENAPP-059","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-060","PRM.CED","OS.VM","XENAPP-060","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-061","PRM.CED","OS.VM","XENAPP-061","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-062","PRM.CED","OS.VM","XENAPP-062","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-063","PRM.CED","OS.VM","XENAPP-063","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-064","PRM.CED","OS.VM","XENAPP-064","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-065","PRM.CED","OS.VM","XENAPP-065","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-066","PRM.CED","OS.VM","XENAPP-066","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-067","PRM.CED","OS.VM","XENAPP-067","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-068","PRM.CED","OS.VM","XENAPP-068","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-069","PRM.CED","OS.VM","XENAPP-069","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-070","PRM.CED","OS.VM","XENAPP-070","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-071","PRM.CED","OS.VM","XENAPP-071","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-072","PRM.CED","OS.VM","XENAPP-072","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-073","PRM.CED","OS.VM","XENAPP-073","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-074","PRM.CED","OS.VM","XENAPP-074","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-075","PRM.CED","OS.VM","XENAPP-075","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-076","PRM.CED","OS.VM","XENAPP-076","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-077","PRM.CED","OS.VM","XENAPP-077","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-078","PRM.CED","OS.VM","XENAPP-078","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-079","PRM.CED","OS.VM","XENAPP-079","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
"OS.VM","XENAPP-080","PRM.CED","OS.VM","XENAPP-080","DELTABANK","Microsoft(R) Windows(R) Server 2003, Standard Edition"
